Title,Session ID,SessionLoc,Session Type,Session URL
PO.CL12.02. Addressing Physical and Psychological Effects of Cancer Survivorship,264,Section 39,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/264
PO.CT02.02. Phase II Clinical Trials 2,616,Section 48,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/616
PO.CTP02.01. Phase II and Phase III Clinical Trials in Progress,622,Section 50,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/622
"PO.EN01.02. Molecular, Preclinical, and Clinical Endocrinology 2",270,Section 38,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/270
PO.ET01.05. Novel Biologic Therapies and Therapeutic Targets,276,Section 27,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/276
PO.ET02.05. Cancer Treatment: New Technologies,284,Section 22,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/284
PO.ET02.08. New Targets,288,Section 25,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/288
PO.ET03.03. Mechanisms of Drug Resistance 3,292,Section 24,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/292
PO.ET03.07. Drug Resistance 3: Regulation of Gene Expression,296,Section 23,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/296
PO.ET06.05. Novel Therapeutics and Preclinical Models,308,Section 28,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/308
"PO.ET08.02. Radiation, Theranostics, Radiotheranostics, Normal Tissue, and Cellular Stress",312,Section 29,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/312
PO.ET09.09. Novel Antitumor Agents 4,325,Section 26,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/325
PO.ET09.10. Targeted Protein Degraders,324,Section 30,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/324
PO.IM01.07. Immune Modulating Effects of Chemotherapy and Other Agents,337,Section 2,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/337
PO.IM01.12. Adoptive Cell Therapies 4,341,Section 1,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/341
PO.IM01.17. Immune Modulation Employing Agonist or Co-Stimulatory Approaches,349,Section 3,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/349
PO.IM02.04. Inflammation in Tumor Initiation and Progression,355,Section 4,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/355
PO.IM02.08. Tumor-Induced Immune Suppression 2: Intrinsic Factors,359,Section 5,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/359
PO.MCB01.01. Pharmacologic Targeting of Cell Cycle Proteins,360,Section 18,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/360
PO.MCB05.02. DNA Damage and Repair 2,370,Section 14,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/370
PO.MCB07.04. Gene Regulation and Transcriptional Profiles,379,Section 15,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/379
PO.MCB08.04. Genomic Changes and Intratumoral Heterogeneity as Predictive Biomarkers for Clinical Outcome,384,Section 16,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/384
PO.MCB10.03. microRNAs and Other Non-coding RNAs as Cancer Genes 2,396,Section 17,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/396
"PO.MCB11.02. Advances in Cancer Prognostication, Therapeutic Response, and Immune Biology",398,Section 13,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/398
PO.PR01.06. Biomarker-Based Screening,406,Section 31,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/406
"PO.PS01.01. Genetic Epidemiology 1: GxE, GWAS, and Next-Generation Sequencing",413,Section 33,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/413
PO.PS01.04. Cancer Disparities 3: Using Molecular Epidemiological Approaches to Decipher Cancer Disparities,416,Section 32,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/416
PO.TB01.01. Angiogenesis in Cancer,180,Section 6,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/180
PO.TB04.06. Invasion and Motility,429,Section 7,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/429
"PO.TB06.03. Pediatric Cancer Microenviroment, Tumor Heterogeneity, and Targeted Therapeutics",442,Section 9,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/442
PO.TB08.03. Mechanisms of Cancer Cell Stemness and Resistance,443,Section 8,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/443
PO.TB11.06. Tumor-Immune System Cross-Talk,456,Section 12,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/456
PO.TB11.11. Tumor Microenvironment of Metastasis,460,Section 11,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/460
PO.TB11.14. Spatial Resolution of the Tumor Microenvironment,464,Section 10,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/464
PO.BCS01.05. Application of Bioinformatics to Cancer Biology 5,192,Section 33,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/192
PO.BCS01.13. New Software Tools for Data Analysis,548,Section 35,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/548
PO.BCS02.03. Artificial Intelligence and Machine/Deep Learning 4,201,Section 34,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/201
PO.CH02.02. Proteomics and Mass Spectrometry 2,211,Section 20,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/211
PO.CL01.13. Predictive Biomarkers 7,227,Section 45,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/227
PO.CL01.21. Circulating Tumor Cells 2,234,Section 41,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/234
PO.CL01.22. Prognostic Biomarkers 2,236,Section 46,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/236
PO.CL06.03. Cancer Immunity and Inflammation,240,Section 40,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/240
PO.CL06.10. Immune Checkpoint Inhibitor Therapy,247,Section 42,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/247
PO.CL08.04. Other Targets,257,Section 44,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/257
PO.CL12.01. Biologic and Behavioral Effects of Cancer and Oncology Treatment,262,Section 39,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/262
PO.CL13.03. Molecular Biology in Clinical Oncology: Characterizing and Modulating Epigenetics and Gene Expression,267,Section 43,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/267
"PO.ET02.09. Targeted, Combination, and Differentiation Therapies",544,Section 26,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/544
PO.ET03.06. Reversal of Drug Resistance 2,297,Section 25,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/297
"PO.ET04.01. Vector Systems, Oncolytic Virotherapy, and Gene Therapy",303,Section 27,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/303
PO.ET06.02. DNA Damage and Repair,307,Section 22,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/307
PO.ET07.01. Pharmacology and Pharmacogenetics,310,Section 24,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/310
PO.ET09.11. YAP/TAZ/TEAD Modulators,326,Section 28,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/326
PO.ET09.12. Novel Antitumor Agents 6,327,Section 23,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/327
"PO.IM01.09. Vaccines, Antigens, and Antigen Presentation 2",340,Section 4,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/340
"PO.IM01.10. Immune Modulation by Viruses, Bacteria, Radiation, and Other Modalities",344,Section 1,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/344
PO.IM01.18. Targeted Immune Cell Engagers,348,Section 3,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/348
"PO.IM02.06. Microbiome, Inflammation, and Cancer",357,Section 2,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/357
PO.MCB03.03. Cancer Cell Communication with the Tumor Microenvironment,366,Section 13,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/366
PO.MCB06.03. Epigenetic Profiling and Technology,374,Section 15,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/374
PO.MCB07.03. Modifications and Signaling to Cancer Drivers,378,Section 18,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/378
PO.MCB08.05. Genomics and Immunooncology,385,Section 16,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/385
PO.MCB09.06. Mitochondrial Function 1,393,Section 17,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/393
PO.MCB11.03. Elucidating Mechanisms of Oncogenic Action,399,Section 14,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/399
PO.PR02.02. Secondary and Tertiary Cancer Prevention Studies and Patient Communication Decision Making,410,Section 30,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/410
"PO.PS01.09. Genetic Epidemiology 2: Family Studies, Pathway Analysis, and Functional Genetics",420,Section 31,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/420
PO.TB05.05. 3D and Tissue Recombinant Models of Cancer,439,Section 6,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/439
PO.TB05.07. Preclinical Studies of Cancer,440,Section 10,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/440
PO.TB10.01. Tumor Evolution at Single Cell Resolution,444,Section 11,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/444
PO.TB11.04. Chemokines and Cytokines in Cancer,454,Section 7,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/454
PO.TB11.09. Immune Cells in the Tumor Microenvironment 2,459,Section 9,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/459
PO.TB11.13. Gene Expression Regulation in the Tumor Microenvironment,463,Section 8,Poster Session,https://www.abstractsonline.com/pp8/#!/20272/session/463
APS02. Progress Since COVID-19 on Cancer Prevention Rates,127,Room 31 - Upper Level - Convention Center,Advances in Population Sciences,https://www.abstractsonline.com/pp8/#!/20272/session/127
APS01. Early-onset Cancers: Challenges and Opportunities for Prevention and Treatment,126,Room 14 - Mezzanine Level - Convention Center,Advances in Population Sciences,https://www.abstractsonline.com/pp8/#!/20272/session/126
APRV02. Current Tools and Approaches for Studying the Role of the Microbiome in Cancer Prevention,129,Room 31 - Upper Level - Convention Center,Advances in Prevention Research,https://www.abstractsonline.com/pp8/#!/20272/session/129
APRV01. From Precursors to Prevention: How Research into Cancer Precursor Lesions Creates Prevention Opportunities,128,Room 33 - Upper Level - Convention Center,Advances in Prevention Research,https://www.abstractsonline.com/pp8/#!/20272/session/128
APRV03. Application of Precision Medicine to Cancer Prevention,130,Room 29 - Upper Level - Convention Center,Advances in Prevention Research,https://www.abstractsonline.com/pp8/#!/20272/session/130
AT01. Unlocking Spatial Complexity: Harnessing Machine Learning for Spatial Biology Insights,63,Room 6 CF - Upper Level - Convention Center,Advances in Technologies,https://www.abstractsonline.com/pp8/#!/20272/session/63
AT06. Systematic Functional Approaches for Understanding and Targeting Cancer,68,Room 6 CF - Upper Level - Convention Center,Advances in Technologies,https://www.abstractsonline.com/pp8/#!/20272/session/68
AT05. Novel Experimental Models for Functional Precision Genomics,67,Ballroom 20 CD - Upper Level - Convention Center,Advances in Technologies,https://www.abstractsonline.com/pp8/#!/20272/session/67
AT03. Frontiers in Computational Oncology: Harnessing Multimodal Data for Biological Insight,65,Ballroom 20 CD - Upper Level - Convention Center,Advances in Technologies,https://www.abstractsonline.com/pp8/#!/20272/session/65
AT04. Mutational Processes in Cancer: From Replication Stress to Complex Genomic Rearrangements,66,Room 29 - Upper Level - Convention Center,Advances in Technologies,https://www.abstractsonline.com/pp8/#!/20272/session/66
AT02. Accelerating Precision Oncology through AI: Impact of Computational Pathology and Generative AI on Personalized Medicine,64,Room 30 - Upper Level - Convention Center,Advances in Technologies,https://www.abstractsonline.com/pp8/#!/20272/session/64
AT07. New Liquid Biopsy Technologies for Detection and Characterization of Cancer,69,Ballroom 20 CD - Upper Level - Convention Center,Advances in Technologies,https://www.abstractsonline.com/pp8/#!/20272/session/69
ASD01. Molecular Profiling in Breast Cancer and Racial/Ethnic Minorities: Dedicated to the Memory of Edith P. Mitchell,70,Room 31 - Upper Level - Convention Center,Advances in the Science of Cancer Disparities,https://www.abstractsonline.com/pp8/#!/20272/session/70
ASD02. Oncologic Anthropology: Impact of Genetic Ancestry and Social Determinants of Health on Breast Cancer Risk,71,Room 31 - Upper Level - Convention Center,Advances in the Science of Cancer Disparities,https://www.abstractsonline.com/pp8/#!/20272/session/71
REC01. AACR Annual Reception 2024,4,Seaport Ballroom - Manchester Grand Hyatt San Diego,Annual Reception,https://www.abstractsonline.com/pp8/#!/20272/session/4
LE03. AACR Award for Lifetime Achievement in Cancer Research,25,Ballroom 20 AB - Upper Level - Convention Center,Awards and Lectures,https://www.abstractsonline.com/pp8/#!/20272/session/25
LE19. Pezcoller Foundation-AACR International Award for Extraordinary Achievement in Cancer Research,41,Ballroom 20 CD - Upper Level - Convention Center,Awards and Lectures,https://www.abstractsonline.com/pp8/#!/20272/session/41
LE20. AACR-Irving Weinstein Foundation Distinguished Lectureship,42,Room 29 - Upper Level - Convention Center,Awards and Lectures,https://www.abstractsonline.com/pp8/#!/20272/session/42
LE07. AACR Daniel D. Von Hoff Award for Outstanding Contributions to Education and Training in Cancer Research,29,Room 31 - Upper Level - Convention Center,Awards and Lectures,https://www.abstractsonline.com/pp8/#!/20272/session/29
LE14. AACR-Minorities in Cancer Research Jane Cooke Wright Lectureship,36,Room 33 - Upper Level - Convention Center,Awards and Lectures,https://www.abstractsonline.com/pp8/#!/20272/session/36
LE15. AACR-Princess Takamatsu Memorial Lectureship,37,Room 6 DE - Upper Level - Convention Center,Awards and Lectures,https://www.abstractsonline.com/pp8/#!/20272/session/37
LE22. AACR Distinguished Public Service Award for Lifetime Achievement in Cancer Research,670,Room 33 - Upper Level - Convention Center,Awards and Lectures,https://www.abstractsonline.com/pp8/#!/20272/session/670
LE13. AACR-Joseph H. Burchenal Award for Outstanding Achievement in Clinical Cancer Research,35,Room 6 DE - Upper Level - Convention Center,Awards and Lectures,https://www.abstractsonline.com/pp8/#!/20272/session/35
LE17. AACR-Waun Ki Hong Award for Outstanding Achievement in Translational and Clinical Cancer Research,39,Room 31 - Upper Level - Convention Center,Awards and Lectures,https://www.abstractsonline.com/pp8/#!/20272/session/39
LE01. Presidential Address:&nbsp;Engineering T Cells to Eradicate Tumors - Identifying and Overcoming the Obstacles,2,Ballroom 20 CD - Upper Level - Convention Center,Awards and Lectures,https://www.abstractsonline.com/pp8/#!/20272/session/2
LE02. NCI Director's Address and Fireside Chat,3,Ballroom 6 A - Upper Level - Convention Center,Awards and Lectures,https://www.abstractsonline.com/pp8/#!/20272/session/3
LE18. AACR-Women in Cancer Research Charlotte Friend Lectureship,40,Room 17 - Mezzanine Level - Convention Center,Awards and Lectures,https://www.abstractsonline.com/pp8/#!/20272/session/40
LE09. AACR-Margaret Foti Award for Leadership and Extraordinary Achievements in Cancer Research,31,Ballroom 20 AB - Upper Level - Convention Center,Awards and Lectures,https://www.abstractsonline.com/pp8/#!/20272/session/31
LE06. AACR Award for Outstanding Achievement in Chemistry in Cancer Research,28,Room 28 - Upper Level - Convention Center,Awards and Lectures,https://www.abstractsonline.com/pp8/#!/20272/session/28
LE11. AACR-Cancer Research Institute Lloyd J. Old Award in Cancer Immunology,33,Ballroom 6 A - Upper Level - Convention Center,Awards and Lectures,https://www.abstractsonline.com/pp8/#!/20272/session/33
LE04. AACR Award for Outstanding Achievement in Basic Cancer Research,26,Room 14 - Mezzanine Level - Convention Center,Awards and Lectures,https://www.abstractsonline.com/pp8/#!/20272/session/26
LE12. AACR-G.H.A. Clowes Award for Outstanding Basic Cancer Research,34,Room 17 - Mezzanine Level - Convention Center,Awards and Lectures,https://www.abstractsonline.com/pp8/#!/20272/session/34
LE21. AACR Gertrude B. Elion Cancer Research Award Lecture: Mechanisms of Gene Regulation by Chromatin Adaptors in Development and Disease,564,Room 5 - Upper Level - Convention Center,Awards and Lectures,https://www.abstractsonline.com/pp8/#!/20272/session/564
LE10.  AACR-American Cancer Society Award for Research Excellence in Cancer Epidemiology and Prevention,32,Room 29 - Upper Level - Convention Center,Awards and Lectures,https://www.abstractsonline.com/pp8/#!/20272/session/32
LE16. AACR-St. Baldrick’s Foundation Award for Outstanding Achievement in Pediatric Cancer Research,38,Room 16 - Mezzanine Level - Convention Center,Awards and Lectures,https://www.abstractsonline.com/pp8/#!/20272/session/38
LE08. AACR James S. Ewing-Thelma B. Dunn Award for Outstanding Achievement in Pathology in Cancer Research,30,Room 15 - Mezzanine Level - Convention Center,Awards and Lectures,https://www.abstractsonline.com/pp8/#!/20272/session/30
LE05. AACR Award for Outstanding Achievement in Blood Cancer Research,27,Room 29 - Upper Level - Convention Center,Awards and Lectures,https://www.abstractsonline.com/pp8/#!/20272/session/27
CF01. AACR Cancer and Biomedical Research Career Fair,59,Hall F - Ground Level - Convention Center,Cancer and Biomedical Research Career Fair,https://www.abstractsonline.com/pp8/#!/20272/session/59
FO03. Financial Hardship following Cancer Diagnosis: Opportunities for Improving Care and Patient Outcomes,77,Room 31 - Upper Level - Convention Center,Forum,https://www.abstractsonline.com/pp8/#!/20272/session/77
FO05. Optimizing Cancer Care in Low Resource Settings,79,Room 33 - Upper Level - Convention Center,Forum,https://www.abstractsonline.com/pp8/#!/20272/session/79
FO07. Breaking the Obesity-Cancer Link: The Role of New Weight Loss Drugs,81,Room 30 - Upper Level - Convention Center,Forum,https://www.abstractsonline.com/pp8/#!/20272/session/81
FO08. Optimizing Cancer Vaccines through Advances in Immunogenomics and Immunopeptidomics,82,Hall GH - Ground Level - Convention Center,Forum,https://www.abstractsonline.com/pp8/#!/20272/session/82
FO01. Opportunities and Challenges in Leveraging Real-World Data to Accelerate Evidence Generation,72,Room 6 CF - Upper Level - Convention Center,Forum,https://www.abstractsonline.com/pp8/#!/20272/session/72
FO02. Using Small-Molecule Inhibitors in Cancer Research and Drug Discovery: How Can We Maximize Their Value?,75,Room 30 - Upper Level - Convention Center,Forum,https://www.abstractsonline.com/pp8/#!/20272/session/75
FO04. Can Trust in Science Help Us Decrease Cancer Health Care Disparities and Increase Clinical Trials&nbsp;Participation? &nbsp;,78,Room 33 - Upper Level - Convention Center,Forum,https://www.abstractsonline.com/pp8/#!/20272/session/78
"FO06. Lifestyle Choices, the Food Environment, and Health Equity Impact Cancer Prevention and Control - But Are There Solutions? And What Are the Opportunities for Future Research?",80,Ballroom 6 B - Upper Level - Convention Center,Forum,https://www.abstractsonline.com/pp8/#!/20272/session/80
FO09. Mechanisms of Resistance: Why Have We Failed to Turn Cold Tumors Hot?,83,Ballroom 6 A - Upper Level - Convention Center,Forum,https://www.abstractsonline.com/pp8/#!/20272/session/83
DC10. Perioperative Pandemonium: Trial Designs in Solid Tumors,53,Room 1 - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/53
SY03. Epigenetics and Chromatin Regulation in Cancer,87,Ballroom 6 B - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/87
SY10. Approaches to Improve Quality of Life and Long-term Outcomes in Cancer Survivors Across the Lifespan,96,Room 11 - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/96
SY15. Socioeconomic Contributions to Cancer Health Disparities,102,Room 14 - Mezzanine Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/102
SY19. Targeting Cyclin-CDKs in Cancer: The Cell Cycle Beyond CDK4/6,133,Room 33 - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/133
"SY31. Neuronal Signaling, Unlocking a New Hallmark of Cancer",145,Room 5 - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/145
SY37. Eavesdropping on the Immunosuppressive Crosstalk between the Myeloid and T Cell Compartments,151,Ballroom 6 A - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/151
SY40. Immunometabolism,154,Ballroom 20 AB - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/154
DC15. Patient Advocate Poster Symposium,58,Location to be announced,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/58
DC03. FDA Center for Tobacco Products&rsquo; Priorities to Reduce Tobacco Use and Support the Cancer Moonshot,46,Room 5 - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/46
"DC04. Trading Places: Regulator as Patient, Patient as Regulator",47,Room 1 - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/47
SY01. Presidential Select Symposium: Cancer Immunotherapy - Where Do We Go From Here?,13,Hall GH - Ground Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/13
SY02. Understanding and Predicting Tumor Evolution,86,Ballroom 6 B - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/86
SY05. Chromatin and Cancer: From Mechanisms to Therapy,89,Room 28 - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/89
SY11. RNA Modifications in Malignancy,97,Room 29 - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/97
SY22. Targeting the Mitotic Cell Cycle: Emerging Strategies,136,Room 33 - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/136
"SY25. Advances in Pediatric Cancer: Mechanisms, Vulnerabilities, and Translation",139,Room 6 DE - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/139
SY30. Radiation Induced Tumor Metabolic Rewiring Modulates Therapeutic Responses,144,Room 17 - Mezzanine Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/144
"SY33. AACR-Bayard D. Clarkson Symposium: Cellular Plasticity in Tumor Development, Metastasis and Response to Therapy",147,Ballroom 6 A - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/147
SY38. The Growing Impact of Obesity on Cancer and Cancer Immunotherapy Outcomes,152,Room 30 - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/152
SY47. Surgical Innovations in Breast Cancer,119,Room 11 - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/119
DC05. Disparities in Pediatric Oncology,48,Room 1 - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/48
SY06. Cancer Epigenome Analysis for Novel Diagnostic Markers and Therapeutic Strategies,90,Ballroom 20 AB - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/90
SY24. Neoadjuvant Therapies,138,Ballroom 6 B - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/138
SY27. Targeting Aberrant Transcription in Pediatric Cancer,141,Room 33 - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/141
"SY28. Addressing Shared Risk Factors for Cancer, Cardiovascular Disease and Metabolic Disease",142,Room 28 - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/142
SY36. Somatic Evolution in Normal Tissues: Causes and Consequences - Dedicated to the Memory of Judith Campisi,150,Room 6 CF - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/150
SY43. New Models of CAR-T Cells,157,Hall GH - Ground Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/157
SY46. Communication between DNA Damage and Immune Responses in Cancer,160,Room 6 DE - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/160
DC09. In the Eye of the Beholder: Equipoise in Cancer Clinical Trials,52,Room 1 - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/52
"DC07. Diversity Plans in Action: FDA, Industry, and Community Perspectives",50,Room 1 - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/50
"SY08. Health Behavior Practices after Cancer Diagnosis to Deter Cancer Progression and Death - Evidence, Gaps, and Solutions&nbsp;",93,Room 6 DE - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/93
"SY12. Molecular Glues, PROTACs, and Next-Gen Degraders: Discovery and Early Preclinical Advances",99,Room 31 - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/99
SY17. The Microbiome and Treatment Response to Cancer Therapy,131,Room 16 - Mezzanine Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/131
SY21. Harnessing Altered Metabolism for Novel Cancer Therapies,135,Ballroom 6 B - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/135
SY23. Biomarkers in the Post-TCGA Era: Where Are We Now?,137,Ballroom 6 A - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/137
SY32. Crosstalk within the Tumor Ecosystem,146,Room 30 - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/146
SY41. Antigen Discovery and Validation for Cancer Vaccines,155,Room 33 - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/155
SY44. Dharma Master Jiantai Symposium in Targeted Therapy: T Cell-based Therapies for Solid Tumors,158,Ballroom 20 AB - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/158
DC08. Putting the Precision Back in Precision Oncology,51,Room 1 - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/51
SY20. CDK4/6 Inhibitors: Not Just for Breast Cancer Anymore,134,Room 6 DE - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/134
SY26. Advancing Cellular Therapies for Childhood Solid Malignancies: Dedicated to the Memory of Sharon B. Murphy,140,Ballroom 6 B - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/140
SY34. Cancer Dormancy: From Basic Biology to Clinical Reality,148,Room 28 - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/148
SY42. Discovering and Broadening the Therapeutic Modalities of Immune Therapy,156,Hall GH - Ground Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/156
DC14. The Cancer Moonshot: Challenges to Fulfilling the Vision of the National Cancer Plan - Dedicated to the Memory of Senator Dianne Feinstein,57,Room 1 - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/57
SY04. Genomic Instability and Metastasis: Dangerous Liaisons or Two Sides of the Same Coin?,88,Room 30 - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/88
SY07. Cellular Competition in Premalignancy and Cancer,91,Room 31 - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/91
SY09. Interventional Studies during Cancer Treatment to Improve Symptoms and Outcomes,95,Room 16 - Mezzanine Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/95
SY13. Emerging Induced Proximity Therapeutic Modalities,100,Room 6 DE - Upper Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/100
SY16. Biology and Treatment Strategies for IDH-mutant Cancers,103,Room 17 - Mezzanine Level - Convention Center,Major Symposium,https://www.abstractsonline.com/pp8/#!/20272/session/103
